,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sstart_al,send_al
1019,KY250105.1,MK059949.1,83.827,371,60,0,1,371,3607,3977,7.39e-101,353.0,3627,3997
1020,KY250106.1,MK059949.1,83.827,371,60,0,1,371,3607,3977,7.39e-101,353.0,3627,3997
1021,KY250107.1,MK059951.1,89.759,332,34,0,1,332,3628,3959,1.39e-122,425.0,3627,3958
1022,KY250108.1,MK059951.1,89.697,330,34,0,1,330,3628,3957,1.78e-121,422.0,3627,3956
1023,KY250109.1,MK059949.1,83.288,371,62,0,1,371,3607,3977,1.6000000000000002e-97,342.0,3627,3997
1024,KY250110.1,MK059949.1,83.288,371,62,0,1,371,3607,3977,1.6000000000000002e-97,342.0,3627,3997
1025,KY250111.1,MK059949.1,87.399,373,44,3,1,371,3607,3978,1.5400000000000002e-122,425.0,3627,3998
1026,KY250112.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1027,KY250113.1,MK059949.1,91.644,371,31,0,1,371,3607,3977,3.21e-149,514.0,3627,3997
1028,KY250114.1,MK059949.1,91.914,371,30,0,1,371,3607,3977,6.89e-151,520.0,3627,3997
1029,KY250115.1,MK059949.1,91.644,371,31,0,1,371,3607,3977,3.21e-149,514.0,3627,3997
1030,KY250116.1,MK059949.1,91.105,371,33,0,1,371,3607,3977,6.939999999999999e-146,503.0,3627,3997
1031,KY250117.1,MK059949.1,91.375,371,32,0,1,371,3607,3977,1.49e-147,508.0,3627,3997
1032,KY250118.1,MK059953.1,86.29,372,49,2,1,371,3581,3951,7.200000000000001e-116,403.0,3627,3997
1033,KY250119.1,MK059953.1,86.022,372,50,2,1,371,3581,3951,3.35e-114,398.0,3627,3997
1034,KY250120.1,MK059953.1,86.022,372,50,2,1,371,3581,3951,3.35e-114,398.0,3627,3997
1035,KY250121.1,MK059953.1,86.022,372,50,2,1,371,3581,3951,3.35e-114,398.0,3627,3997
1036,KY250122.1,MK059953.1,86.022,372,50,2,1,371,3581,3951,3.35e-114,398.0,3627,3997
1037,KY250123.1,MK059953.1,87.097,372,46,2,1,371,3581,3951,7.15e-121,420.0,3627,3997
1038,KY250124.1,MK059953.1,86.29,372,49,2,1,371,3581,3951,7.200000000000001e-116,403.0,3627,3997
1039,KY250125.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1040,KY250126.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1041,KY250127.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1042,KY250128.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1043,KY250129.1,MK059953.1,87.097,372,46,2,1,371,3581,3951,7.15e-121,420.0,3627,3997
1044,KY250130.1,MK059953.1,86.828,372,47,2,1,371,3581,3951,3.33e-119,414.0,3627,3997
1045,KY250131.1,MK059953.1,87.366,372,45,2,1,371,3581,3951,1.5400000000000002e-122,425.0,3627,3997
1046,KY250132.1,MK059953.1,86.828,372,47,2,1,371,3581,3951,3.33e-119,414.0,3627,3997
1047,KY250133.1,MK059953.1,86.828,372,47,2,1,371,3581,3951,3.33e-119,414.0,3627,3997
1048,KY250134.1,MK059953.1,85.753,372,51,2,1,371,3581,3951,1.21e-113,396.0,3627,3997
1049,KY250135.1,MK059953.1,86.29,372,49,2,1,371,3581,3951,7.200000000000001e-116,403.0,3627,3997
1050,KY250136.1,MK059953.1,86.29,372,49,2,1,371,3581,3951,7.200000000000001e-116,403.0,3627,3997
1051,KY250137.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1052,KY250138.1,MK059953.1,87.097,372,46,2,1,371,3581,3951,7.15e-121,420.0,3627,3997
1053,KY250139.1,MK059953.1,86.828,372,47,2,1,371,3581,3951,3.33e-119,414.0,3627,3997
1054,KY250140.1,MK059953.1,87.366,372,45,2,1,371,3581,3951,1.5400000000000002e-122,425.0,3627,3997
1055,KY250141.1,MK059953.1,87.366,372,45,2,1,371,3581,3951,1.5400000000000002e-122,425.0,3627,3997
1056,KY250142.1,MK059953.1,87.366,372,45,2,1,371,3581,3951,1.5400000000000002e-122,425.0,3627,3997
1057,KY250143.1,MK059953.1,87.366,372,45,2,1,371,3581,3951,1.5400000000000002e-122,425.0,3627,3997
1058,KY250144.1,MK059953.1,86.828,372,47,2,1,371,3581,3951,3.33e-119,414.0,3627,3997
1059,KY250145.1,MK059953.1,87.097,372,46,2,1,371,3581,3951,7.15e-121,420.0,3627,3997
1060,KY250146.1,MK059953.1,87.097,372,46,2,1,371,3581,3951,7.15e-121,420.0,3627,3997
1061,KY250147.1,MK059953.1,87.097,372,46,2,1,371,3581,3951,7.15e-121,420.0,3627,3997
1062,KY250148.1,MK059953.1,86.828,372,47,2,1,371,3581,3951,3.33e-119,414.0,3627,3997
1063,KY250149.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1064,KY250150.1,MK059953.1,86.559,372,48,2,1,371,3581,3951,1.55e-117,409.0,3627,3997
1065,KY250151.1,MK059949.1,94.609,371,20,0,1,371,3607,3977,1.45e-167,575.0,3627,3997
1066,KY250152.1,MK059949.1,93.827,324,20,0,1,324,3607,3930,1.69e-141,488.0,3627,3950
1067,KY271945.1,MK059949.1,95.629,4324,189,0,2465,6788,2448,6771,0.0,6938.0,2468,6835
1068,KY271945.1,MK059949.1,93.957,1390,84,0,1076,2465,1104,2493,0.0,2102.0,1103,2513
1069,KY271945.1,MK059949.1,90.643,1026,95,1,1,1025,28,1053,0.0,1362.0,27,1052
1070,KY271946.1,MK059951.1,89.473,6678,674,16,2,6653,10,6684,0.0,8410.0,9,6701
1071,KY964327.1,MK059950.1,99.726,731,2,0,1,731,5574,6304,0.0,1341.0,5606,6336
1072,L13745.1,MK059950.1,99.618,6800,23,1,1,6797,1,6800,0.0,12410.0,2,6835
1073,LC460040.1,MK059950.1,83.424,368,49,5,1,365,4325,4683,3.4199999999999996e-94,331.0,4348,4712
1074,LC460041.1,MK059950.1,84.511,368,45,5,1,365,4325,4683,7.3e-101,353.0,4348,4712
1075,LC460042.1,MK059949.1,86.027,365,45,2,1,365,4328,4686,7.17e-111,387.0,4348,4712
1076,LC460043.1,MK059949.1,86.849,365,42,2,1,365,4328,4686,7.12e-116,403.0,4348,4712
1077,MG383399.1,MK059953.1,78.679,333,64,7,1,329,4554,4883,3.2000000000000003e-59,215.0,4609,4938
1078,MG383400.1,MK059955.1,79.564,367,73,2,1,366,4574,4939,4.56e-73,261.0,4596,4961
1079,MG383401.1,MK059953.1,80.093,432,80,6,1,429,4510,4938,1.12e-89,316.0,4565,4993
1080,MG383402.1,MK059953.1,80.93,430,78,4,1,428,4510,4937,8.59e-96,337.0,4565,4992
1081,MG788767.1,MK059954.1,86.704,361,46,2,1,360,3628,3987,9.04e-115,399.0,3648,4007
1082,MG788768.1,MK059954.1,86.15,361,48,2,1,360,3628,3987,1.96e-111,388.0,3648,4007
1083,MG788769.1,MK059954.1,85.873,361,49,2,1,360,3628,3987,9.1e-110,383.0,3648,4007
1084,MG788770.1,MK059954.1,86.35,337,44,2,1,336,3652,3987,8.53e-105,366.0,3672,4007
1085,MG788771.1,MK059954.1,85.66,265,36,2,1,264,3724,3987,3.21e-78,278.0,3744,4007
1086,MG788772.1,MK059954.1,83.916,286,44,2,1,285,3703,3987,1.62e-76,272.0,3723,4007
1087,MG788773.1,MK059952.1,86.014,286,39,1,1,285,3702,3987,1.59e-86,305.0,3723,4008
1088,MG788774.1,MK059952.1,86.713,286,37,1,1,285,3702,3987,7.34e-90,316.0,3723,4008
1089,MG921619.1,MK059953.1,92.74,6804,423,22,1,6801,3,6738,0.0,9762.0,4,6835
1090,MG970001.1,MK059951.1,78.957,537,107,6,1,534,4586,5119,6.480000000000001e-103,361.0,4585,5118
1091,MG970002.1,MK059956.1,80.866,554,98,8,1,550,4523,5072,1.7900000000000002e-123,429.0,4551,5100
1092,MG970003.1,MK059953.1,79.115,565,112,6,1,562,4481,5042,4.01e-110,385.0,4536,5097
1093,MG970004.1,MK059950.1,86.447,546,72,2,1,545,4522,5066,4.62e-174,597.0,4551,5095
1094,MG970005.1,MK059953.1,78.676,544,110,6,1,541,4496,5036,8.4e-102,357.0,4551,5091
1095,MG970006.1,MK059955.1,80.721,555,97,9,1,550,4561,5110,8.38e-122,424.0,4583,5132
1096,MG970007.1,MK059953.1,78.339,554,114,6,1,551,4530,5080,1.1100000000000001e-100,353.0,4585,5135
1097,MG970008.1,MK059952.1,80.214,561,103,8,1,557,4550,5106,5.05e-119,414.0,4577,5133
1098,MG970009.1,MK059956.1,80.144,554,102,8,1,550,4523,5072,8.39e-117,407.0,4551,5100
1099,MG970010.1,MK059950.1,86.447,546,72,2,1,545,4522,5066,4.62e-174,597.0,4551,5095
1100,MG970011.1,MK059953.1,78.727,550,111,6,1,547,4496,5042,1.8300000000000002e-103,363.0,4551,5097
1101,MG970012.1,MK059950.1,85.216,487,70,2,1,486,4570,5055,1.19e-144,499.0,4599,5084
1102,MG970013.1,MK059952.1,78.506,549,114,4,1,547,4562,5108,8.47e-102,357.0,4589,5135
1103,MG970014.1,MK059952.1,80.414,531,98,6,1,528,4524,5051,1.34e-114,399.0,4551,5078
1104,MG970015.1,MK059955.1,78.674,558,115,4,1,556,4555,5110,4.02e-105,368.0,4577,5132
1105,MG970016.1,MK059953.1,78.253,561,116,6,1,558,4523,5080,3.12e-101,355.0,4578,5135
1106,MG970017.1,MK059950.1,80.663,543,101,2,1,541,4560,5100,3.84e-120,418.0,4589,5129
1107,MG970018.1,MK059952.1,79.566,553,105,8,1,549,4558,5106,3.02e-111,388.0,4585,5133
1108,MG970019.1,MK059952.1,79.525,547,104,8,3,545,4564,5106,1.39e-109,383.0,4591,5133
1109,MG970020.1,MK059953.1,79.964,549,98,11,3,545,4536,5078,6.45e-113,394.0,4591,5133
1110,MG970021.1,MK059953.1,81.285,529,91,8,1,525,4496,5020,2.86e-121,422.0,4551,5075
1111,MG970022.1,MK059950.1,80.934,514,92,4,1,511,4530,5040,3.65e-115,401.0,4559,5069
1112,MG970023.1,MK059950.1,80.791,531,95,5,1,527,4522,5049,2.2500000000000002e-117,409.0,4551,5078
1113,MG970024.1,MK059949.1,80.651,522,97,2,1,520,4533,5052,3.7e-115,401.0,4559,5078
1114,MG970025.1,MK059950.1,81.835,534,93,2,1,532,4530,5061,1.73e-128,446.0,4559,5090
1115,MG970026.1,MK059953.1,80.791,531,101,1,1,530,4496,5026,4.81e-119,414.0,4551,5081
1116,MG970027.1,MK059950.1,80.891,539,99,2,1,537,4522,5058,2.94e-121,422.0,4551,5087
1117,MG970028.1,MK059950.1,80.762,525,97,2,1,523,4536,5058,8.01e-117,407.0,4565,5087
1118,MG970029.1,MK059950.1,81.051,533,97,2,1,531,4530,5060,2.9100000000000003e-121,422.0,4559,5089
1119,MG970030.1,MK059950.1,80.812,542,98,4,1,538,4522,5061,1.06e-120,420.0,4551,5090
1120,MG970031.1,MK059950.1,80.712,534,97,4,1,530,4530,5061,6.28e-118,411.0,4559,5090
1121,MG970032.1,MK059954.1,83.658,514,82,2,1,513,4533,5045,1.28e-139,483.0,4559,5071
1122,MG970033.1,MK059950.1,80.627,542,99,4,1,538,4522,5061,4.94e-119,414.0,4551,5090
1123,MG970034.1,MK059954.1,83.658,514,82,2,1,513,4533,5045,1.27e-139,483.0,4559,5071
1124,MG970035.1,MK059954.1,83.908,522,82,2,1,521,4525,5045,4.6300000000000005e-144,497.0,4551,5071
1125,MG970036.1,MK059954.1,83.658,514,82,2,1,513,4533,5045,1.28e-139,483.0,4559,5071
1126,MG970037.1,MK059954.1,83.908,522,82,2,1,521,4525,5045,4.6300000000000005e-144,497.0,4551,5071
1127,MG970038.1,MK059954.1,83.908,522,82,2,1,521,4525,5045,4.6300000000000005e-144,497.0,4551,5071
1128,MG970039.1,MK059955.1,83.585,530,81,6,1,527,4529,5055,2.16e-142,492.0,4551,5077
1129,MG970040.1,MK059949.1,94.796,538,28,0,1,538,4562,5099,0.0,839.0,4588,5125
1130,MG970041.1,MK059953.1,78.571,490,103,2,1,489,4589,5077,2.76e-91,322.0,4644,5132
1131,MG970042.1,MK059952.1,77.528,534,116,4,1,532,4571,5102,3.89e-90,318.0,4598,5129
1132,MG970043.1,MK059955.1,78.253,538,113,4,1,536,4575,5110,2.35e-97,342.0,4597,5132
1133,MG970044.1,MK059950.1,80.755,530,96,4,1,527,4522,5048,2.2500000000000002e-117,409.0,4551,5077
1134,MG970045.1,MK059956.1,81.522,552,96,6,1,549,4523,5071,1.37e-129,449.0,4551,5099
1135,MG970046.1,MK059951.1,82.252,524,89,4,1,522,4552,5073,1.3200000000000001e-129,449.0,4551,5072
1136,MG970047.1,MK059952.1,79.699,532,106,2,1,531,4524,5054,1.36e-109,383.0,4551,5081
1137,MG970048.1,MK059949.1,80.46,522,98,2,1,520,4523,5042,1.72e-113,396.0,4549,5068
1138,MG970049.1,MK059955.1,83.271,538,84,6,1,535,4540,5074,7.9e-142,490.0,4562,5096
1139,MG970050.1,MK059955.1,83.398,512,79,6,1,509,4536,5044,9.78e-136,470.0,4558,5066
1140,MG970051.1,MK059955.1,83.142,522,82,6,1,519,4529,5047,2.77e-136,472.0,4551,5069
1141,MG970052.1,MK059953.1,82.955,528,90,0,1,528,4496,5023,6.02e-138,477.0,4551,5078
1142,MG970053.1,MK059951.1,82.472,445,74,4,1,443,4556,4998,8.82e-111,387.0,4555,4997
1143,MG970054.1,MK059950.1,79.111,450,92,2,1,449,4526,4974,1.99e-87,309.0,4555,5003
1144,MG970055.1,MK059955.1,83.486,545,82,8,1,541,4529,5069,3.69e-145,501.0,4551,5091
1145,MG970056.1,MK059953.1,87.548,522,65,0,1,522,4496,5017,2.02e-177,608.0,4551,5072
1146,MG970057.1,MK059952.1,78.723,470,88,10,1,464,4522,4985,9.52e-86,303.0,4549,5012
1147,MG970058.1,MK059953.1,94.0,200,12,0,1,200,4824,5023,3.94e-86,303.0,4879,5078
1148,MG970059.1,MK059952.1,74.074,486,120,5,1,483,4531,5013,6.25e-53,195.0,4558,5040
1149,MG970060.1,MK059952.1,81.801,533,91,6,1,530,4525,5054,2.2e-127,442.0,4552,5081
1150,MG970061.1,MK059954.1,75.81,525,119,8,1,521,4525,5045,2.3500000000000003e-72,259.0,4551,5071
1151,MG970062.1,MK059950.1,80.439,547,101,4,1,544,4522,5065,1.79e-118,412.0,4551,5094
1152,MG970063.1,MK059950.1,80.263,532,99,4,1,529,4521,5049,1.76e-113,396.0,4550,5078
1153,MG970064.1,MK059950.1,80.451,532,98,4,1,529,4521,5049,3.7899999999999997e-115,401.0,4550,5078
1154,MG970065.1,MK059951.1,80.88,523,96,4,1,521,4552,5072,2.22e-117,409.0,4551,5071
1155,MG970066.1,MK059952.1,81.818,506,88,4,1,504,4524,5027,2.7200000000000003e-121,422.0,4551,5054
1156,MG970067.1,MK059951.1,81.982,444,76,4,1,442,4556,4997,6.85e-107,374.0,4555,4996
1157,MG970068.1,MK059950.1,81.276,486,85,4,1,483,4522,5004,2.69e-111,388.0,4551,5033
1158,MG970069.1,MK059949.1,94.718,549,29,0,1,549,4525,5073,0.0,854.0,4551,5099
1159,MG970070.1,MK059949.1,94.545,550,29,1,1,549,4524,5073,0.0,848.0,4550,5099
1160,MG970071.1,MK059950.1,80.479,543,100,4,1,540,4522,5061,6.41e-118,411.0,4551,5090
1161,MG970072.1,MK059950.1,80.705,539,98,4,1,536,4522,5057,4.9099999999999997e-119,414.0,4551,5086
1162,MG970073.1,MK059950.1,77.713,516,113,2,1,515,4529,5043,4.9199999999999994e-89,315.0,4558,5072
1163,MG970074.1,MK059953.1,94.972,537,27,0,1,537,4496,5032,0.0,843.0,4551,5087
1164,MG970075.1,MK059950.1,81.022,548,100,2,1,546,4521,5066,1.3800000000000002e-124,433.0,4550,5095
1165,MG970076.1,MK059955.1,80.183,545,104,4,1,543,4529,5071,2.99e-116,405.0,4551,5093
1166,MG970077.1,MK059955.1,83.302,533,83,6,6,535,4526,5055,1.03e-140,486.0,4548,5077
1167,MG970078.1,MK059950.1,80.439,547,101,4,1,544,4522,5065,1.79e-118,412.0,4551,5094
1168,MG970079.1,MK059951.1,79.688,448,87,4,1,446,4630,5075,9.13e-91,320.0,4629,5074
1169,MG970080.1,MK059956.1,80.515,544,101,5,1,542,4523,5063,1.78e-118,412.0,4551,5091
1170,MG970081.1,MK059952.1,81.614,533,92,6,1,530,4524,5053,1.02e-125,436.0,4551,5080
1171,MG970082.1,MK059952.1,81.648,534,92,6,1,531,4524,5054,2.85e-126,438.0,4551,5081
1172,MG970083.1,MK059952.1,81.284,545,94,8,1,541,4524,5064,3.76e-125,435.0,4551,5091
1173,MG970084.1,MK059949.1,81.529,471,82,3,1,468,4522,4990,1.2e-109,383.0,4548,5016
1174,MG970085.1,MK059950.1,77.905,525,114,2,1,524,4520,5043,2.31e-92,326.0,4549,5072
1175,MG970086.1,MK059952.1,79.511,532,105,4,1,530,4524,5053,2.26e-107,375.0,4551,5080
1176,MG970087.1,MK059950.1,80.328,549,102,4,1,546,4522,5067,6.49e-118,411.0,4551,5096
1177,MG970088.1,MK059950.1,80.295,543,101,4,1,540,4522,5061,2.98e-116,405.0,4551,5090
1178,MG970089.1,MK059950.1,80.0,530,100,4,1,527,4522,5048,1.05e-110,387.0,4551,5077
1179,MG970090.1,MK059953.1,94.972,537,27,0,1,537,4496,5032,0.0,843.0,4551,5087
1180,MG970091.1,MK059952.1,81.801,533,91,6,1,530,4524,5053,2.2e-127,442.0,4551,5080
1181,MG970092.1,MK059952.1,81.614,533,92,6,1,530,4524,5053,1.02e-125,436.0,4551,5080
1182,MG970093.1,MK059950.1,77.675,542,119,2,1,541,4522,5062,1.85e-93,329.0,4551,5091
1183,MG970094.1,MK059950.1,77.675,542,119,2,1,541,4522,5062,1.85e-93,329.0,4551,5091
1184,MG970095.1,MK059950.1,80.185,540,101,4,1,537,4522,5058,1.38e-114,399.0,4551,5087
1185,MG970096.1,MK059953.1,81.121,535,93,8,1,531,4496,5026,2.9e-121,422.0,4551,5081
1186,MG970097.1,MK059952.1,76.852,324,73,2,1,323,4731,5053,3.17e-49,182.0,4758,5080
1187,MG970098.1,MK059950.1,77.099,524,118,2,1,523,4521,5043,3.89e-85,302.0,4550,5072
1188,MG970099.1,MK059952.1,94.963,536,27,0,1,536,4524,5059,0.0,841.0,4551,5086
1189,MG970100.1,MK059953.1,80.586,546,98,8,1,542,4494,5035,4.94e-119,414.0,4549,5090
1190,MG970101.1,MK059950.1,81.034,522,93,4,5,523,4522,5040,6.2200000000000005e-118,411.0,4551,5069
1191,MG970102.1,MK059949.1,94.611,501,27,0,1,501,4524,5024,0.0,776.0,4550,5050
1192,MG970103.1,MK059950.1,81.076,539,96,4,1,536,4522,5057,2.27e-122,425.0,4551,5086
1193,MG970104.1,MK059949.1,83.074,514,86,1,1,513,4531,5044,1.31e-134,466.0,4557,5070
1194,MG970105.1,MK059950.1,80.874,549,99,4,1,546,4522,5067,6.440000000000001e-123,427.0,4551,5096
1195,MG970106.1,MK059950.1,80.699,544,99,4,1,541,4521,5061,3.84e-120,418.0,4550,5090
1196,MG970107.1,MK059950.1,80.755,530,96,4,1,527,4522,5048,2.2500000000000002e-117,409.0,4551,5077
1197,MG970108.1,MK059953.1,79.636,550,110,2,1,549,4529,5077,6.5e-113,394.0,4584,5132
1198,MG970109.1,MK059950.1,80.705,539,98,4,1,536,4522,5057,4.9099999999999997e-119,414.0,4551,5086
1199,MG970110.1,MK059950.1,80.791,531,96,4,1,528,4522,5049,6.28e-118,411.0,4551,5078
1200,MG970111.1,MK059955.1,78.52,554,111,8,1,550,4561,5110,8.6e-102,357.0,4583,5132
1201,MG970112.1,MK059953.1,80.364,550,104,4,1,548,4530,5077,4.98e-119,414.0,4585,5132
1202,MG970113.1,MK059953.1,79.713,557,110,3,1,555,4522,5077,1.41e-114,399.0,4577,5132
1203,MG970114.1,MK059953.1,79.599,549,110,2,1,548,4530,5077,2.33e-112,392.0,4585,5132
1204,MG970115.1,MK059953.1,80.216,556,106,4,2,555,4524,5077,5.04e-119,414.0,4579,5132
1205,MG970116.1,MK059952.1,77.239,536,116,6,1,533,4558,5090,2.34e-87,309.0,4585,5117
1206,MG970117.1,MK059953.1,79.673,551,110,2,1,550,4528,5077,1.81e-113,396.0,4583,5132
1207,MG970118.1,MK059953.1,79.492,551,111,2,1,550,4528,5077,8.42e-112,390.0,4583,5132
1208,MG970119.1,MK059953.1,79.444,540,109,2,1,539,4539,5077,4.96e-109,381.0,4594,5132
1209,MG970120.1,MK059953.1,79.492,551,111,2,1,550,4528,5077,8.42e-112,390.0,4583,5132
1210,MG970121.1,MK059953.1,79.455,550,111,2,1,549,4529,5077,3.02e-111,388.0,4584,5132
1211,MG970122.1,MK059952.1,80.073,547,101,8,3,545,4564,5106,1.38e-114,399.0,4591,5133
1212,MG970123.1,MK059952.1,80.0,555,103,8,1,551,4558,5108,1.08e-115,403.0,4585,5135
1213,MG970124.1,MK059955.1,80.822,438,73,9,1,432,4561,4993,1.1399999999999999e-94,333.0,4583,5015
1214,MG970125.1,MK059953.1,79.513,493,99,2,1,492,4543,5034,1.27e-99,350.0,4598,5089
1215,MG970126.1,MK059953.1,79.091,550,109,6,1,547,4496,5042,8.43e-107,374.0,4551,5097
1216,MG970127.1,MK059949.1,80.074,537,105,2,1,536,4525,5060,4.9199999999999996e-114,398.0,4551,5086
1217,MG970128.1,MK059955.1,78.815,557,114,4,1,555,4556,5110,3.1e-106,372.0,4578,5132
1218,MG970129.1,MK059950.1,81.387,548,98,2,2,547,4526,5071,6.39e-128,444.0,4555,5100
1219,MG970130.1,MK059950.1,85.065,462,67,2,2,462,4595,5055,8.869999999999999e-136,470.0,4624,5084
1220,MH763691.1,MK059949.1,99.394,825,5,0,2,826,5589,6413,0.0,1496.0,5615,6472
1221,MH763692.1,MK059956.1,96.958,789,24,0,1,789,5580,6368,0.0,1325.0,5608,6408
1222,MH933752.1,MK059956.1,93.417,6745,417,11,1,6739,30,6753,0.0,9971.0,31,6829
1223,MH933753.1,MK059956.1,93.451,6780,417,11,1,6774,1,6759,0.0,10035.0,2,6835
1224,MH933756.1,MK059953.1,86.363,5375,625,54,1,5354,144,5431,0.0,5766.0,145,5486
1225,MH933757.1,MK059956.1,93.48,6779,415,11,1,6773,2,6759,0.0,10045.0,3,6835
1226,MH933758.1,MK059953.1,93.336,6738,423,8,1,6737,4,6716,0.0,9932.0,5,6813
1227,MH933759.1,MK059953.1,93.334,6736,423,8,1,6735,6,6716,0.0,9928.0,7,6813
1228,MK579978.1,MK059950.1,80.418,383,71,2,1,381,4580,4960,2.18e-81,289.0,4609,4989
1229,MK579979.1,MK059950.1,80.311,386,72,2,1,384,4580,4963,2.2e-81,289.0,4609,4992
1230,MK579980.1,MK059950.1,80.311,386,72,2,1,384,4580,4963,2.2e-81,289.0,4609,4992
1231,MK579981.1,MK059950.1,80.418,383,71,2,1,381,4580,4960,2.18e-81,289.0,4609,4989
1232,MK579982.1,MK059950.1,79.07,387,75,4,1,384,4580,4963,4.8e-73,261.0,4609,4992
1233,MK579983.1,MK059950.1,80.829,386,70,2,1,384,4580,4963,1.02e-84,300.0,4609,4992
1234,MK579984.1,MK059950.1,80.829,386,70,2,1,384,4580,4963,1.02e-84,300.0,4609,4992
1235,MK579985.1,MK059950.1,78.59,383,78,2,1,381,4580,4960,1.0299999999999999e-69,250.0,4609,4989
1236,MK579986.1,MK059950.1,78.906,384,75,4,1,381,4580,4960,2.21e-71,255.0,4609,4989
1237,MK579987.1,MK059950.1,80.418,383,71,2,1,381,4580,4960,2.18e-81,289.0,4609,4989
1238,MK579988.1,MK059950.1,80.57,386,71,2,1,384,4580,4963,4.73e-83,294.0,4609,4992
1239,MK579989.1,MK059950.1,80.418,383,71,2,1,381,4580,4960,2.18e-81,289.0,4609,4989
1240,MK579990.1,MK059950.1,79.167,384,74,4,1,381,4580,4960,4.7600000000000005e-73,261.0,4609,4989
1241,MK579991.1,MK059951.1,81.088,386,69,4,1,384,4610,4993,2.19e-86,305.0,4609,4992
1242,MK579992.1,MK059950.1,79.427,384,73,4,1,381,4580,4960,1.0199999999999999e-74,267.0,4609,4989
1243,MK579993.1,MK059950.1,79.328,387,74,4,1,384,4580,4963,1.0299999999999999e-74,267.0,4609,4992
1244,MK579994.1,MK059950.1,79.07,387,75,4,1,384,4580,4963,4.8e-73,261.0,4609,4992
1245,MK579995.1,MK059950.1,79.733,375,70,4,1,372,4589,4960,9.98e-75,267.0,4618,4989
1246,MK579996.1,MK059950.1,78.933,375,73,4,1,372,4589,4960,1.01e-69,250.0,4618,4989
1247,MK579997.1,MK059952.1,80.902,377,68,4,1,375,4588,4962,4.56e-83,294.0,4615,4989
1248,MK579998.1,MK059949.1,79.177,389,77,2,1,387,4580,4966,1.04e-74,267.0,4606,4992
1249,MK579999.1,MK059950.1,79.948,384,71,4,1,381,4580,4960,4.73e-78,278.0,4609,4989
1250,MK580000.1,MK059952.1,80.94,383,69,4,1,381,4582,4962,9.97e-85,300.0,4609,4989
1251,MK580001.1,MK059954.1,79.949,389,74,4,1,387,4580,4966,1.02e-79,283.0,4606,4992
1252,MK580002.1,MK059952.1,80.94,383,69,4,1,381,4582,4962,9.97e-85,300.0,4609,4989
1253,MK580003.1,MK059954.1,79.793,386,74,4,1,384,4583,4966,4.73e-78,278.0,4609,4992
1254,MK580004.1,MK059950.1,79.587,387,73,4,1,384,4580,4963,2.22e-76,272.0,4609,4992
1255,MK580005.1,MK059951.1,81.606,386,67,4,1,384,4610,4993,1.0099999999999999e-89,316.0,4609,4992
1256,MK580006.1,MK059952.1,80.739,379,71,2,1,378,4591,4968,4.6e-83,294.0,4618,4995
1257,MK995005.1,MK059950.1,85.042,361,46,4,1,360,4336,4689,4.3e-103,361.0,4359,4718
1258,MK995006.1,MK059950.1,85.042,361,46,4,1,360,4336,4689,4.3e-103,361.0,4359,4718
1259,MK995007.1,MK059950.1,85.042,361,46,4,1,360,4336,4689,4.3e-103,361.0,4359,4718
1260,MK995008.1,MK059949.1,93.785,354,22,0,1,354,4339,4692,8.43e-155,532.0,4359,4718
1261,MK995009.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1262,MK995010.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1263,MK995011.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1264,MK995012.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1265,MK995013.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1266,MK995014.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1267,MK995015.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1268,MK995016.1,MK059949.1,93.785,354,22,0,1,354,4339,4692,8.43e-155,532.0,4359,4718
1269,MK995017.1,MK059951.1,81.742,356,59,2,1,350,4361,4716,1.5599999999999998e-82,292.0,4360,4715
1270,MK995018.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1271,MK995019.1,MK059951.1,81.793,357,59,2,1,351,4360,4716,4.36e-83,294.0,4359,4715
1272,MK995020.1,MK059951.1,84.916,358,46,4,1,351,4360,4716,1.97e-101,355.0,4359,4715
1273,MK995021.1,MK059949.1,93.785,354,22,0,1,354,4339,4692,8.43e-155,532.0,4359,4718
